WISEID,Answer,KIScore
118392,#N/A,1
118394,A is like my oven because the plexi glass is like the glass panel.The sunlight goes to the plants and cooks my food.The glass panel lets sun come through and in my box the sun cooks the food.,3
118413,"the first reason is that the heat stays inside of my solar oven and the second reason is that sunlight goes into the plants and with the solar oven the heat stays in the cardboRd
",4
118408,because it is the same thing as the soler oven. because it gets hoter and hoter,2
118409,they are not the same thing at all  because the green house has no grass so it need the sun,2
118401,well since the box is a contained space its like  the green house and since the plastic wrapkeeps the heat in it acts as the atomosphere and the glass panels.,4
118405,i think its like mty solar oven because the hot air stays inside and is bing odsever by the plants same with our solar oven the heat heats the food .it is also the same because the sun heat the glass same with our solar oven,3
118402,Both because there both keeping the sun in and keeps the light on one thing also because it reflects,3
118406,"B is similar, because, one, the heat comes as solar energy, some bounce out and some stay in. Second, b is similar, because the atmosphere acts like a big piece of glass or other material.",4
118400,two reasons both pictures are like my solar oven is because the sun is reflecting of of some thing and because something absorbs energy in both of the pictures.,3
118415,One reason is that both my oven an picture A have glass to let the Solar Radiation pass through. Another reason is that they both are shaped like prisms.,3
118398,because the pic i had that in mind and it shows the same think,2
118395,Yes they are similar because the plastic wrap acts like the atmosphere and the heat goes in and doesn't come out. Only a little bit of heat come out. Also the heat from the black paper also collects heat and just like the plants and the earth.,4
118412,because the atmophere reflects the sun light and it also collects it,3
118391,"It captures solar energy and turns it into heat energy and releases infrared radiation. It also relies on the sun to do things. Without the sun there, it can't capture solar energy and turn it into heat energy.",4
118411,"We have no trapper covering the top of the box. We have reflective tin foil in the sides of the box.
",2
118407,"We had plastic wrap covering the front of the box, so that acts like a reflecter. Also the black paper at the bottom of our box attrected the heat like Earth.",2
118414,"They both take in heat.
Both trap heat.",3
118418,The greenhouse effect is in the solar oven I made.,3
118416,I think this because they both keep the heat in.,3
118396,0,1
118419,Yes it works like a greenhouse because shine to the sun.,2
118404,i said that A because the heat go in ,2
118439,A because it keeps heat in,3
118437,"the solar raidation goes through and stays in.
in the pictures the raidiation comes ourt",3
118438,Both pictures our almost the same. Our solar oven absorbs heat but keeps it for a bit longer because we placed plastic wrap over our oven.,3
118443,"The plastic wrap on the lid of our solar oven acts like the glass and Earth's surface, the plastic wrap reflects the solar radiation inside of the box, like the atmosphere on Earth",4
118456,"It's similar like picture a because the solar oven also kept the heat inside and also it's like picture a because just like the solar oven, the sun's heat shoots through.",2
118455,we used plastic wrap on top of the lid of the box.,2
118446,Picture B isn't similar to our oven because the picture shows sunlight bouncing or reflecting off the earth and we had no reflective items to reflect sunlight. Like the green house sunlight comes in and is absorbed immediately.,3
